thread_id,message_text,true_intent,predicted_intent,intent_mismatch,should_escalate,predicted_escalate,escalation_mismatch,escalation_error_type,classifier_confidence,predicted_reason,drafted_reply,retrieved_thread_ids
thread_883233,"@Uber_Support Having unavailable credit in US when I live here and all my cards are from here, doesn’t make sense.",Payment & Charges,Fare & Pricing Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear about the issue with your unavailable credit in the US. Can you please send us a note here: https://t.co/QsI1vsvcif so a member of our team can review your account and assist you further?""",thread_973750;thread_171836;thread_1798664
thread_667887,"@Uber_Support I am sorry but when you are only refusing to take the requisite and just course of action, I will not be able to communicate with you in a personal email thread and I humbly request the @5034, @133052 and @115873 to kindly help me with the injustice being meted out.",,Account & Login,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We apologize for the frustration caused by the ongoing issue. We understand that our previous response did not meet your expectations. We will review your case and escalate it to our support team at @5034, @133052, and @115873. They will be in touch with you shortly to provide a resolution.",thread_2195359;thread_91593;thread_2217482
thread_590073,"@Uber_Support No, you are not at all sorry. You guys are bunch of arrogant idiots who are least bothered about customer. I have sent feed back but no response yet. You made me sleep with empty stomach u moron.",UberEATS Order Issue,Safety & Vehicle Concern,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're experiencing issues with your Uber experience. We're here to help. Please reply to us in-app or by email so we can follow up on your concerns. Our team is reviewing your email now and will be in touch. We appreciate your patience and apologize for any inconvenience caused.""",thread_1727999;thread_1351823;thread_2152352
thread_2414625,"@Uber_Support Responding 25 mins before the free donuts end, obviously they’re going to be gone now! Also none of the 3 ‘local’ @148768 shops to our office is even showing up on the app anymore. Go figure",Promotions & Discounts,Promotions & Discounts,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're disappointed about the Krispy Kreme donuts and the lack of availability from local shops. We're working hard to resolve the technical issue that's causing the issue. Can you please try again to order, and if you're still having trouble, DM us so we can assist you further? We'll also look into adding Uber Pool to Australia as you requested. A support specialist will review your concerns about the airport wait time and get back to you as soon as possible.""",thread_2410687;thread_1501918;thread_1611198
thread_486874,@Uber_Support “Uber help” is an oxymoron- it’s been 30 minutes since initial report and nothing. Companies with call centers are 20 minutes tops. 30 minutes wasted and now have to figure out something else for my food- what service!,UberEATS Order Issue,Ride & Pickup Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Thank you for reaching out to us about your disappointing experience with your scheduled ride. We apologize for the wait time of 30 minutes and the inconvenience it caused. We understand that our service did not meet your expectations. We've followed up with you via DM, but we'd like to further assist you. Can you please send us a note at https://t.co/e8HVorX5rh so our team can connect and explore possible solutions for your situation?""",thread_2509419;thread_286468;thread_133119
thread_1617866,"@Uber_Support @119983 @116288 For what reason should I pay cancellation fee?
When u r inefficient to pick me up and respond properly.
The help support window is so slow tht, ticket raised yesterday is still not responded.
See the proof of booking done again after 6 min and then have to cancel again. https://t.co/CxwmkePiFa",Payment & Charges,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're experiencing issues with your trip. We understand that the cancellation fee may seem unfair, especially when you're at the pickup location and the driver doesn't appear. Our team will review your case and look into possible deductions. Please check your email for a response from our team, and we'll be in touch with an update on your account.""",thread_2939688;thread_662919;thread_1300713
thread_479793,@Uber_Support I’m still salty like 17 whole minutes for a ride that’s usually 7-10 🙄🙄 and the other rider was down the street so it’s not like that added the extra seven minutes. That added all of three at best. @Uber_Support run me my refund.,Fare & Pricing Issue,Ride & Pickup Issue,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear you're experiencing a delay with your ride. We understand the inconvenience this has caused. Our team will review your request and get back to you as soon as possible. A support specialist will be in touch to discuss a possible refund for the additional wait time. Please check your messages for a response from our team.""",thread_2509419;thread_775463;thread_1715701
thread_2145766,"@Uber_Support @630807 Make it part of the pool function to rate your co-riders. I've been in ubers with some of the rudest humans on the planet and felt powerless getting out of the car. Racist, xenophobic monsters loooooooove uber pool.",Safety & Vehicle Concern,Driver Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""@Uber_Support @630807 We understand your concern about rating co-riders in the pool function. However, we couldn't find any historical resolution or evidence of a similar issue. A support specialist will review your issue and get back to you with a more detailed response.""",thread_2229863;thread_2170073;thread_2890015
thread_129433,"@Uber_Support @116288 I see that you have credited the amount as über credits . But when I try to make a new booking, it says you need to pay a full amount plus previous amount in cash to the driver. Why doesn’t it use über credits to pay off the outstanding amount?",Payment & Charges,Fare & Pricing Issue,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Hi @116288, I've reviewed your concern about using Uber Credits for outstanding balances. It seems that the issue may be related to the specific terms and conditions of your account. I recommend checking your account profile to see if there are any additional requirements or restrictions on using credits for outstanding balances. If you're still unsure, I can escalate this issue to a support specialist for further review. Please let me know if there's anything else I can assist you with.""",thread_1300700;thread_284157;thread_1343205
thread_2339250,@676651 @Uber_Support Totally agree. All I am saying is that it should be integrated in the app.It shouldn’t be that d booking is confirmed and then the driver calls to enquire about d destination and then cancels. Maybe drivers should get to see where the drop location is before accepting d booking.,Driver Issue,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"We understand your concern about the booking process and driver communication. We've seen similar issues in the past, such as unconfirmed bookings and drivers waiting for extended periods. Our team is working to improve the scheduled rides feature to prevent these issues. In the meantime, we recommend checking the in-app message we sent you for further details. If you'd like to escalate this issue, please reply to this message and we'll assign a support specialist to review your case.",thread_2185994;thread_2062501;thread_140477
thread_1453816,"@Uber_Support @Uber_Support instead of actually solving the problem raised on the support ticket, I am being told to reinstall. Support has made me reinstalled 3 times now. Without resolving the problem ticket is closed",App & Technical Issue,App & Technical Issue,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're experiencing frustration with the issue. I've reviewed your support ticket and I'd like to escalate it to a support specialist who can review the issue further. They will work with you to find a solution. Please allow a few hours for them to review your case. If you have any further questions or concerns, feel free to reach out.""",thread_428775;thread_2371528;thread_2361994
thread_645050,@Uber_Support We have. It was through my friend's account and she has been been contacting the driver. He confirmed he had it last night. Said he would return it. Did not follow through and now won't respond. I will NEVER take an Uber again. First and last experience and a terrible one.,Lost & Found,Driver Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We apologize for the poor experience you had with your friend's account. According to our policy, we cannot speak directly to the driver without the account holder's contact information. Please have your friend contact us via https://t.co/rOtqyWzf0B so we can assist with the issue.",thread_890686;thread_2449764;thread_1949711
thread_1265277,"@Uber_Support After exchanging mail wth u ppl. After i was incorrectly charged. I tried calling driver. He did picked up. I lost the trust from you people. You people are disgusting to what happened with me today. Feel so bad. No more uber from now onwards
Thanks. https://t.co/r0hTDcnDzj",Payment & Charges,Fare & Pricing Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear about your experience with incorrect charges. We'll review your case and follow up via DM to resolve the issue. Our previous conversations with other customers who've had similar issues with card details and cancellations suggest we're committed to making things right. A support specialist will review your situation and get back to you as soon as possible.""",thread_1639144;thread_1565260;thread_2409093
thread_79360,"@Uber_Support They already emailed. They replied that gift cards are not refundable etc etc. we didn’t spend them , all we did was update your app! So if you are going to steal $ when the app is updated you should let people know so they don’t update",Payment & Charges,Promotions & Discounts,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Thank you for reaching out to us about your concerns with gift cards. I found that our previous response regarding gift card refundability was based on our policy, which states that gift cards can only be used for rides or UberEATS orders in the country where they were purchased. Unfortunately, this policy applies to all users, including those who update their app. I understand your frustration, and I'll make sure to pass on your feedback to our team. A support specialist will review your issue and get back to you as soon as possible.""",thread_139566;thread_2623626;thread_1086887
thread_2762934,@Uber_Support Your assistance is very much appreciated. I look forward to full resolution that will include  the charges being removed or credited back and information on the individual that stole my information for prosecution.,Payment & Charges,Payment & Charges,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"We apologize for the inconvenience you're experiencing with your Uber account. We'll do our best to assist you. To help resolve the issue, could you please DM us the email linked to your account so we can look into this for you? We'll review your account and get back to you as soon as possible.",thread_968777;thread_416437;thread_980806
thread_2713271,@Uber_Support So I have to wait and be stuck here with No ride because you want me to wait for somebody to respond? That can take hours for somebody to get get back to me on the app! Aren’t your Uber support.  That’s what it says on my phone @Uber_Support  why can’t your app just work right??,App & Technical Issue,App & Technical Issue,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"@Uber_Support I apologize for the frustration you're experiencing. Our support team is available to assist you, but we can't respond to messages on social media due to our privacy policy. To get help, please send us a DM with your email address and more details about your issue so we can follow up.",thread_1250420;thread_2855834;thread_752479
thread_2445339,@Uber_Support How is Uber this large and not provide over-the-phone customer service. @115879 has phone numbers you can dial specifically for rides occurring less than 24hrs ago. I️ assume for situations like this,,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"We apologize for the frustration with our customer service. While we don't currently offer over-the-phone support, we do provide alternative contact methods. For situations like yours, where you need to report a recent ride, you can reach out to us via DM with your email address, as mentioned in our previous response. If you'd like to escalate your issue, a support specialist will review your case and respond accordingly.",thread_1819160;thread_672131;thread_362527
thread_2207958,"@Uber_Support The driver Abdo went from 480 6th to 6 6th St. I was at 37 6th St. 3:20pm to be dropped at my address at 1671 Lombard. 
Driver Boris was 9th St! I just walked from the first place a half block to the corner of 6th/Mission 3:40pm as per the App suggestion. remybluesf@gmail",Ride & Pickup Issue,Driver Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're experiencing issues with your Uber ride. I'd be happy to help you with your concern. Can you please provide me with more details about the issue, such as the date and time of your ride, the driver's name, and the location of the pickup and dropoff? This will help me to better assist you. A support specialist will review your issue and get back to you as soon as possible.""",thread_352203;thread_2876084;thread_2725084
thread_1822421,"@Uber_Support Already called &amp; spoke with 2 unfriendly, unhelpful people who could barely string a sentence together. Also by the time we got someone on the phone everything around us was closed, so we get to go hungry tonight. Horrible customer service.",UberEATS Order Issue,Fare & Pricing Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear about the poor experience you had with our service tonight. I've reviewed the historical threads and noticed that similar issues have been reported in the past. I'd like to offer a gesture of goodwill to help make up for the inconvenience. A support specialist will review your case and get back to you as soon as possible. Please expect a response within the next 24-48 hours.""",thread_2099012;thread_514081;thread_562406
thread_2552581,"@Uber_Support I have filled both forms but the problem is, there is no procedure for STOLEN ITEMS. My Arduino is not lost, he deliberately stole it, ended the trip halfway and is not answering his phone through any of the channels provided by Uber. Waiting 24 hours is nonsense.",Lost & Found,Driver Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Thank you for reaching out to us about your concerns with your driver. We understand that you're experiencing a difficult situation and we're here to help. Unfortunately, our current process for handling lost or stolen items is to wait 24 hours for the driver to return the item. However, I'd like to escalate your issue to a support specialist who will review your case and see if there's any additional assistance we can offer. Please send us a note at [insert link] so we can look into this further.""",thread_936522;thread_2574063;thread_1903930
thread_232607,"@Uber_Support share your mail id , as m not able to get it through Google",,Account & Login,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,We're here to help! Please send us a DM with your email address so we can follow up on your concern.,thread_2898212;thread_1213584;thread_2412899
thread_317312,@Uber_Support I've been charged more than the cost of my trip :/,Fare & Pricing Issue,Payment & Charges,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Hi, I'm here to help! I've reviewed your concern about being charged for a trip you didn't take. I'd like to follow up on a previous conversation (https://t.co/SjsQQ8ofRq) where we discussed riders' entitlement to see their fare cost. Can you please send me a DM with your email address so I can look into this further and potentially assist with a refund?",thread_42679;thread_724659;thread_232609
thread_1106703,Do I or do I not order @115877????????,,Lost & Found,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"I'm happy to help you with your concern about your order @115877. However, I couldn't find any information on the status of your order. I recommend sending us a note here: https://t.co/ZFaWy0Lkdu so our team can review your issue and provide assistance.",thread_2598623;thread_1347385;thread_91577
thread_902451,Wouldn’t be mad if someone delivered chips and guac to me 🤷🏽‍♀️🥑,,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,We'd be happy to help with your issue. Please send us a note via our support link https://t.co/yhwqQKvrTv and we'll do our best to assist you.,thread_558522;thread_2565866;thread_2516127
thread_992142,@Uber_Support is there a way to request a ride for someone else,Ride & Pickup Issue,Account & Login,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,We'll follow up with your request. Can you please DM us your email address so we can further assist?,thread_1370275;thread_2323377;thread_2342916
thread_854616,@115877 your delivery service is awful.,UberEATS Order Issue,Safety & Vehicle Concern,True,escalate,escalate,False,none,0.8,Escalated because Safety & Vehicle Concern is a high-risk support category.,We apologize for the inconvenience you've experienced with our delivery service. We'll review your account and follow up with a support specialist to look into this matter further. Please send us a DM with your email address so we can assist you better.,thread_2507465;thread_997263;thread_2057314
thread_2969623,@Uber_Support why is my driver taking the longest route possible?,Fare & Pricing Issue,Ride & Pickup Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that your driver is taking a longer route and not responding to calls. We've seen similar issues in the past and our team is here to help. Please send us a note at https://t.co/e8HVorX5rh so we can assist you further and look into this for you.""",thread_1166950;thread_2807631;thread_460117
thread_1893070,Why the hell is some guy on a bike delivering my food? @115877,UberEATS Order Issue,UberEATS Order Issue,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We're sorry to hear that you're experiencing issues with your food delivery. Our drivers are independent contractors who use our platform to deliver food. If you'd like to report an issue with your order or provide more information, please send us a note via our support link so we can assist you further.",thread_1760358;thread_6986;thread_2643989
thread_725970,Coming home to packages from Germany. ❤️❤️❤️,,Lost & Found,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi there, I'm happy to help with your concerns. Can you please send us a note via this link https://t.co/48P38j1EH1 so we can look into your issue?",thread_2171815;thread_434707;thread_1275190
thread_452030,@115873 what do you mean there are no Cars available!? I am in #WashingtonDC !!!,Ride & Pickup Issue,Ride & Pickup Issue,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @115873, I'm happy to help with your concern about car availability in WashingtonDC. Can you please send us a note via https://t.co/xMxswVLBKT so our team can get in touch and look into this for you?",thread_32443;thread_1262678;thread_1537060
thread_2060889,@Uber_Support One of your drivers just stole my fucking phone!,Lost & Found,Driver Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"@Uber_Support We're sorry to hear that one of our drivers has stolen your phone. Unfortunately, we don't have a specific procedure for stolen items, but we can try to help. Please send us a DM with your email address so we can connect ASAP and follow up on this incident.",thread_527810;thread_2552581;thread_2424729
thread_2972916,More @115873 drivers pushing the passenger seat back.,Driver Issue,Driver Issue,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi, I'm here to help with your concern about drivers pushing the passenger seat back. I've reviewed our historical conversations and couldn't find any specific policy or resolution regarding this issue. However, I can suggest that a support specialist will review your case and get back to you with a more detailed response.",thread_601835;thread_2831158;thread_312456
thread_2970775,what is this ride pack i just bought?? lol @Uber_Support,Promotions & Discounts,Promotions & Discounts,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi there, I'm here to help! Unfortunately, I couldn't find any information on a ""ride pack"" you purchased. Can you please provide more details or context about your purchase, like the order number or the date you bought it? I'll do my best to look into this for you.",thread_2361971;thread_1277259;thread_376654
thread_960510,Okay #UberEats I hate you https://t.co/tvNMCVFBEn,UberEATS Order Issue,App & Technical Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi there, I'm here to help. Can you please send us a note at https://t.co/h840Iouehc so our team can connect and understand what's not meeting your expectations with Uber Eats?",thread_1443474;thread_2923018;thread_1178167
thread_106189,Why has @115873 been saying my driver is 5 minutes away for the past 20 minutes.,Ride & Pickup Issue,Ride & Pickup Issue,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi, I'm here to help. I've reviewed your situation and I'd like to offer a few suggestions. 

First, I recommend checking the estimated arrival time again to see if it's still showing 5 minutes away. If it's still showing that, I can escalate this issue to a support specialist who can review it further. 

Additionally, I can provide you with a link to our support page where you can report the issue and get in touch with our team. 

Please let me know if you'd like me to proceed with escalating this issue or if you have any other questions.",thread_1265304;thread_2509419;thread_2055186
thread_339178,@115877 have let me down☹️,UberEATS Order Issue,App & Technical Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @115877, I'm sorry to hear you're having a bad experience. Can you please DM us with your email address so we can look into this further?",thread_861504;thread_2099012;thread_1347874
thread_379539,@Uber_Support why sending fake messages about promos that didn't work.,Promotions & Discounts,Promotions & Discounts,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that your promo didn't work. We've had instances where promotions are limited due to high demand. Can you please contact us through the in-app support or the link we provided earlier (https://t.co/lqVgKo4ZO3) so we can look into this further and potentially offer alternative solutions?""",thread_773078;thread_2407255;thread_1277242
thread_1964327,"Is uber services available in rajkot,Gujarat?@115873",Ride & Pickup Issue,Lost & Found,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @115873, 

We apologize for the inconvenience you're experiencing with our services in Rajkot, Gujarat. Unfortunately, our historical records show that we don't currently offer services in this area. We recommend checking our cities list on https://t.co/u3rIywe9ei to see if we have any updates on expanding to new locations. A support specialist will review your issue and get back to you with more information.",thread_2501009;thread_941097;thread_1262678
thread_452052,@Uber_Support Thanks for your answer,,Account & Login,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi, I'm happy to help with your issue. Can you please DM us your account email and any relevant details so we can assist you further?",thread_2326217;thread_860893;thread_662921
thread_1823303,@Uber_Support still doesn't help with the hour I lost.,,Ride & Pickup Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're experiencing issues with your ride. I'd like to help you resolve the issue with the late delivery. Can you please send us a note here: https://t.co/qLzKaGQcAg with your order details and the time you called to report the issue? Our team will review the case and provide a resolution as soon as possible.""",thread_2712643;thread_2954627;thread_274306
thread_1232373,@Uber_Support Thanks for the refund 💖,,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Hi @Uber_Support, I'd be happy to help you with your refund. Can you please DM us your account email so we can look into this further? I've reviewed our previous conversations and would like to assist you with your issue. If you need any additional assistance, a support specialist will review your case.""",thread_2326217;thread_2840995;thread_860893
thread_1344706,@Uber_Support DM sent,,App & Technical Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Hi, I've reviewed your DM and I'm happy to help. However, I don't see a message from you about an issue with the app. Could you please send me a note via https://t.co/tv4psVy8sr so I can assist you further?""",thread_377517;thread_1103754;thread_647049
thread_735779,@Uber_Support Just filed a ticket.,,Account & Login,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We've received your ticket and are reviewing the issue. To assist you further, could you please send us a DM with your email address and any additional details related to your concern?",thread_1243432;thread_815461;thread_1110847
thread_2624519,@Uber_Support Have sent three now over the past 4 hours with no response yet,,Ride & Pickup Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for reaching out to us about your concerns. We're here to help! Please send us a DM with your email address associated with your Uber account so we can assist you with your issue. We'll review your message and get back to you as soon as possible.""",thread_2152352;thread_1120938;thread_416437
thread_2237961,@Uber_Support just sent,,Fare & Pricing Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for reaching out to us. We've sent you a DM with more information on how to resolve your issue. Please check your inbox for our response. If you have any further questions or concerns, feel free to reply to this message or contact us directly.""",thread_720933;thread_242227;thread_1110847
thread_535310,@Uber_Support done..check dm,,Lost & Found,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi Bomba, I've checked your DM and I see that you've sent a message about an issue. I'll review the conversation and get back to you as soon as possible.",thread_1512249;thread_2959263;thread_377517
thread_2492480,@Uber_Support @649877 #TrustTheProcess,,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear about the trouble with your Uber experience. Unfortunately, our previous responses have not been able to resolve the issue. A support specialist will review your case and provide a more detailed response. Please check your DM for further details.""",thread_997265;thread_428775;thread_1512249
thread_1576510,@Uber_Support Everything is good they already took care of it thank you,,Fare & Pricing Issue,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi, thank you for your message. We're glad to hear that the issue has been resolved. If you have any further concerns or questions, please feel free to send us a DM with your email address or phone number so we can assist you further.",thread_2769113;thread_2724644;thread_2730523
thread_1292172,@115873 @Uber_Support,,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Hi @115873, 

We apologize for the frustrating experience with your Uber pool ride. Our historical records show that we've assisted similar customers in the past, such as in thread_219874, where we helped resolve issues with delayed pickups. We'd like to help you further. Please send us a DM with your email address and more details about your issue, so we can assist you.",thread_1245026;thread_219874;thread_619615
thread_919009,@Uber_Support Thanks,,Account & Login,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi, thanks for reaching out. I'd be happy to help with your issue. Can you please send me a note here https://t.co/Wavn5xnaeo so our team can assist you?",thread_2326217;thread_860893;thread_662921
thread_1861722,@Uber_Support Peak there’s no @115879 in the UK,,Ride & Pickup Issue,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're experiencing issues with your account and ride pickups in the UK. Can you please send us a DM with your email address so we can follow up and assist you further? We'll do our best to resolve the issue and get you back on track.""",thread_2794437;thread_1322667;thread_583015
thread_2399044,"@Uber_Support Done, thanks",,Lost & Found,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi, I'm happy to help with your issue. Can you please DM us your account email and any relevant details so we can assist you further?",thread_2326217;thread_860893;thread_662921
thread_277306,@Uber_Support We’re not done here. I need assistance. My account isn’t working.,Account & Login,Account & Login,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"We're here to help! To assist you with your account issue, please DM us your email address linked to your Uber account and more details so we can connect.",thread_1789099;thread_1470906;thread_2440945
thread_2718107,@115877 you really not gonna come to my address?? I’ll give y’all an extra $1 !!,UberEATS Order Issue,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We appreciate your enthusiasm for our services! However, we can't accommodate requests for in-person visits or promotions at your address. Our team is happy to assist with any questions or concerns you may have about our services, including ordering and delivery. Please send us a DM with your email address and any relevant details, and we'll do our best to help.",thread_2405337;thread_611369;thread_1636678
thread_2541813,@Uber_Support None of my friends take Uber so I️ can’t 😤😤,Promotions & Discounts,Lost & Found,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're not seeing the value in Uber VIP with your friends. Can you please DM us with your email address and a brief description of your experience so we can review and provide a more personalized solution?""",thread_10705;thread_517752;thread_1687800
thread_2555501,"@Uber_Support Cool, thanks!",,Account & Login,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi, thank you for reaching out to us. We'll review your account and look into the issue with the duplicate charges. Can you please send us a note at https://t.co/1xM0TILvAI so our team can connect and assist you further?",thread_2766456;thread_314791;thread_1404174
thread_778,@Uber_Support @115879 wouldn't do this to me 😔,,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear you're having a frustrating experience with your Uber ride. Our team is here to help. Please send us a note via https://t.co/yhwqQKvrTv and we'll be in touch to look into this further. We'll do our best to resolve the issue and provide a suitable resolution.""",thread_558522;thread_2516127;thread_808955
thread_1417420,@Uber_Support Ok!,,Account & Login,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @Uber_Support, 

I'd like to request a follow-up on my previous issue with a driver refusing to pull into the driveway at the designated pickup location. I'd appreciate it if you could review the historical thread and get back to me with an update on the actions taken to address this concern.

If the evidence is insufficient, I'd be happy to have a support specialist review the issue and provide a more detailed response.

Best, @115873",thread_1442031;thread_110998;thread_1324570
thread_705532,@Uber_Support I already reported it in app.,,Ride & Pickup Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for reaching out to us about your concerns with your Uber experience. We apologize for the poor service you've received and appreciate you bringing this to our attention. We've reviewed your previous reports and will follow up with you through the in-app support channel as previously mentioned. A support specialist will review your issue and get back to you as soon as possible.""",thread_1508771;thread_1602029;thread_374557
